Frekvenca [Hz] - Plot 0	Faza frekv. prenosne funkcije [rad] - Plot 0	Frekvenca [Hz] - Plot 1	Faza frekv. prenosne funkcije [rad] - Plot 1	Frekvenca [Hz] - Plot 2	Faza frekv. prenosne funkcije [rad] - Plot 2	
55,5	0,0944683	55,5	-0,0700576	55,5	3,09385	
55,6	0,0907402	55,6	-0,06748	55,6	3,09553	
55,7	0,091468	55,7	-0,0665016	55,7	3,09897	
55,8	0,0988973	55,8	-0,0690443	55,8	3,0943	
55,9	0,11475	55,9	-0,0766175	55,9	3,08642	
56	0,125467	56	-0,0798368	56	3,083	
56,1	0,130453	56,1	-0,0789528	56,1	3,0817	
56,2	0,133576	56,2	-0,0795761	56,2	3,08183	
56,3	0,152985	56,3	-0,0852434	56,3	3,07624	
56,4	0,153491	56,4	-0,0794257	56,4	3,07975	
56,5	0,1646	56,5	-0,0874663	56,5	3,07283	
56,6	0,18225	56,6	-0,089158	56,6	3,06942	
56,7	0,218114	56,7	-0,0982651	56,7	3,06057	
56,8	0,238845	56,8	-0,101009	56,8	3,05927	
56,9	0,252865	56,9	-0,099445	56,9	3,05894	
57	0,295068	57	-0,109126	57	3,04969	
57,1	0,312531	57,1	-0,106171	57,1	3,05214	
57,2	0,349429	57,2	-0,113769	57,2	3,04545	
57,3	0,409413	57,3	-0,120203	57,3	3,03843	
57,4	0,478531	57,4	-0,121966	57,4	3,03632	
57,5	0,568796	57,5	-0,131436	57,5	3,02823	
57,6	0,662804	57,6	-0,133066	57,6	3,02427	
57,7	0,76451	57,7	-0,135946	57,7	3,0205	
57,8	0,911253	57,8	-0,145403	57,8	3,01255	
57,9	1,12417	57,9	-0,159064	57,9	2,9994	
58	1,31968	58	-0,161603	58	2,99555	
58,1	1,53695	58,1	-0,162416	58,1	2,99439	
58,2	1,72853	58,2	-0,165463	58,2	2,9929	
58,3	1,91598	58,3	-0,185948	58,3	2,97267	
58,4	1,95158	58,4	-0,201295	58,4	2,95783	
58,5	2,11313	58,5	-0,215238	58,5	2,94272	
58,6	2,21157	58,6	-0,224389	58,6	2,9332	
58,7	2,28246	58,7	-0,245061	58,7	2,91342	
58,8	2,33096	58,8	-0,245712	58,8	2,91127	
58,9	2,34738	58,9	-0,263377	58,9	2,89473	
59	2,40997	59	-0,27264	59	2,88542	
59,1	2,42259	59,1	-0,294086	59,1	2,86396	
59,2	2,42423	59,2	-0,325732	59,2	2,83225	
59,3	2,42214	59,3	-0,357327	59,3	2,79967	
59,4	2,39478	59,4	-0,386594	59,4	2,77133	
59,5	2,40401	59,5	-0,418712	59,5	2,73875	
59,6	2,37049	59,6	-0,467077	59,6	2,69009	
59,7	2,31791	59,7	-0,522494	59,7	2,63581	
59,8	2,30074	59,8	-0,565804	59,8	2,59174	
59,9	2,2543	59,9	-0,638288	59,9	2,51801	
60	2,16177	60	-0,727637	60	2,42937	
60,1	2,07783	60,1	-0,82668	60,1	2,32983	
60,2	1,95483	60,2	-0,949655	60,2	2,20816	
60,3	1,7921	60,3	-1,12293	60,3	2,03489	
60,4	1,60892	60,4	-1,30135	60,4	1,85784	
60,5	1,38788	60,5	-1,54102	60,5	1,61671	
60,6	1,26695	60,6	-1,67475	60,6	1,48166	
60,7	1,04346	60,7	-1,91113	60,7	1,24498	
60,8	0,901148	60,8	-2,04721	60,8	1,10943	
60,9	0,730733	60,9	-2,22938	60,9	0,927231	
61	0,613922	61	-2,36237	61	0,793864	
61,1	0,531888	61,1	-2,4446	61,1	0,711528	
61,2	0,469543	61,2	-2,50712	61,2	0,64962	
61,3	0,420629	61,3	-2,55967	61,3	0,59764	
61,4	0,350347	61,4	-2,64275	61,4	0,513452	
61,5	0,307882	61,5	-2,69219	61,5	0,463294	
61,6	0,284514	61,6	-2,71282	61,6	0,443962	
61,7	0,253731	61,7	-2,74719	61,7	0,409648	
61,8	0,236894	61,8	-2,76439	61,8	0,392294	
61,9	0,214037	61,9	-2,78883	61,9	0,368756	
62	0,184755	62	-2,82871	62	0,327158	
62,1	0,176849	62,1	-2,83473	62,1	0,321434	
62,2	0,161118	62,2	-2,85742	62,2	0,298983	
62,3	0,148515	62,3	-2,87578	62,3	0,281449	
62,4	0,135005	62,4	-2,89412	62,4	0,262671	
62,5	0,127522	62,5	-2,9015	62,5	0,255665	
62,6	0,111377	62,6	-2,92281	62,6	0,23411	
62,7	0,104314	62,7	-2,93606	62,7	0,220228	
62,8	0,101301	62,8	-2,93666	62,8	0,220289	
62,9	0,102837	62,9	-2,93035	62,9	0,228521	
63	0,0884418	63	-2,95533	63	0,201441	
63,1	0,0879523	63,1	-2,95519	63,1	0,202377	
63,2	0,0869068	63,2	-2,95163	63,2	0,206368	
63,3	0,0799585	63,3	-2,96088	63,3	0,194106	
63,4	0,0720225	63,4	-2,97872	63,4	0,17524	
63,5	0,0743963	63,5	-2,9699	63,5	0,186303	
63,6	0,0675292	63,6	-2,9784	63,6	0,178294	
63,7	0,0563883	63,7	-3,00342	63,7	0,149816	
63,8	0,0587986	63,8	-2,99891	63,8	0,155993	
63,9	0,0578459	63,9	-2,99624	63,9	0,158253	
64	0,0559772	64	-2,99966	64	0,155019	
64,1	0,0503271	64,1	-3,01484	64,1	0,140456	
64,2	0,0515103	64,2	-3,00672	64,2	0,149407	
64,3	0,047952	64,3	-3,01425	64,3	0,139773	
64,4	0,0450012	64,4	-3,01856	64,4	0,136412	
64,5	0,0521141	64,5	-2,99727	64,5	0,15856	
64,6	0,0474438	64,6	-3,00993	64,6	0,145506	
64,7	0,0444684	64,7	-3,01793	64,7	0,137304	
64,8	0,0394788	64,8	-3,02875	64,8	0,126321	
64,9	0,0360135	64,9	-3,0341	64,9	0,118772	
65	0,0380836	65	-3,02547	65	0,129902	
65,1	0,0328359	65,1	-3,0413	65,1	0,113912	
65,2	0,0355598	65,2	-3,03367	65,2	0,121836	
65,3	0,0354251	65,3	-3,03485	65,3	0,120968	
65,4	0,0317795	65,4	-3,043	65,4	0,11197	
65,5	0,0332648	65,5	-3,03701	65,5	0,119027	
65,6	0,0328858	65,6	-3,03901	65,6	0,117079	
65,7	0,0301091	65,7	-3,04487	65,7	0,109051	
65,8	0,0291241	65,8	-3,047	65,8	0,107754	
65,9	0,0237434	65,9	-3,05958	65,9	0,0939265	
66	0,0262466	66	-3,05519	66	0,0946084	
66,1	0,030808	66,1	-3,04496	66,1	0,105374	
66,2	0,0267632	66,2	-3,04989	66,2	0,103554	
66,3	0,0270838	66,3	-3,04644	66,3	0,106895	
66,4	0,0277146	66,4	-3,04671	66,4	0,103134	
66,5	0,025686	66,5	-3,049	66,5	0,104718	
66,6	0,02546	66,6	-3,05099	66,6	0,104052	
66,7	0,0260394	66,7	-3,05397	66,7	0,101271	
66,8	0,0261231	66,8	-3,06011	66,8	0,0929059	
66,9	0,025266	66,9	-3,05781	66,9	0,0999045	
67	0,0216984	67	-3,0601	67	0,096705	
67,1	0,0188745	67,1	-3,06756	67,1	0,0891454	
67,2	0,0222364	67,2	-3,05785	67,2	0,103958	
67,3	0,018851	67,3	-3,06663	67,3	0,084751	
67,4	0,0183457	67,4	-3,06406	67,4	0,09009	
67,5	0,0210041	67,5	-3,06086	67,5	0,0974622	
67,6	0,019536	67,6	-3,06381	67,6	0,0960987	
67,7	0,0187021	67,7	-3,06809	67,7	0,0897339	
67,8	0,0197472	67,8	-3,06174	67,8	0,0945868	
67,9	0,0181791	67,9	-3,06836	67,9	0,0876679	
68	0,0192573	68	-3,06401	68	0,0907961	
68,1	0,0172267	68,1	-3,07113	68,1	0,0837388	
68,2	0,0201129	68,2	-3,06415	68,2	0,0821762	
68,3	0,0162535	68,3	-3,07204	68,3	0,0739935	
68,4	0,0160518	68,4	-3,06872	68,4	0,0817721	
68,5	0,0178491	68,5	-3,06134	68,5	0,0971824	
68,6	0,0191406	68,6	-3,06459	68,6	0,0935765	
68,7	0,0163409	68,7	-3,07407	68,7	0,0844527	
68,8	0,0157875	68,8	-3,0731	68,8	0,0869653	
68,9	0,0159648	68,9	-3,07391	68,9	0,0848586	
69	0,0125868	69	-3,07934	69	0,075931	
69,1	0,0182283	69,1	-3,05558	69,1	0,105854	
69,2	0,0153975	69,2	-3,07267	69,2	0,084729	
69,3	0,0159361	69,3	-3,07235	69,3	0,084445	
69,4	0,0156054	69,4	-3,07622	69,4	0,0769059	
69,5	0,013899	69,5	-3,08004	69,5	0,0786254	
69,6	0,0154045	69,6	-3,07902	69,6	0,0669518	
69,7	0,0157131	69,7	-3,07866	69,7	0,0722308	
69,8	0,0149816	69,8	-3,07721	69,8	0,0789869	
69,9	0,0141662	69,9	-3,07635	69,9	0,0781868	
70	0,0147659	70	-3,07959	70	0,0747716	
70,1	0,0148995	70,1	-3,08613	70,1	0,0783561	
70,2	0,014419	70,2	-3,09051	70,2	0,0672196	
70,3	0,0144207	70,3	-3,08628	70,3	0,0734674	
70,4	0,0141282	70,4	-3,0819	70,4	0,0755901	
70,5	0,013917	70,5	-3,07884	70,5	0,0764916	
70,6	0,0131465	70,6	-3,07411	70,6	0,0829508	
70,7	0,0134505	70,7	-3,07391	70,7	0,0801006	
70,8	0,0139303	70,8	-3,0739	70,8	0,0802884	
70,9	0,0138083	70,9	-3,08661	70,9	0,0734947	
71	0,0135524	71	-3,09277	71	0,071905	
71,1	0,0130438	71,1	-3,0883	71,1	0,072602	
71,2	0,0138954	71,2	-3,08179	71,2	0,0800628	
71,3	0,0116484	71,3	-3,08474	71,3	0,0749662	
71,4	0,0118377	71,4	-3,08625	71,4	0,078076	
71,5	0,0122741	71,5	-3,09562	71,5	0,0661541	
71,6	0,0125463	71,6	-3,09145	71,6	0,0681626	
71,7	0,0111864	71,7	-3,09551	71,7	0,0561051	
71,8	0,0138844	71,8	-3,08194	71,8	0,0725091	
71,9	0,013219	71,9	-3,08202	71,9	0,0779855	
72	0,0147589	72	-3,08939	72	0,0718827	
72,1	0,0141315	72,1	-3,09789	72,1	0,06601	
72,2	0,00924452	72,2	-3,09301	72,2	0,0690303	
72,3	0,0101978	72,3	-3,09802	72,3	0,0631568	
72,4	0,0107261	72,4	-3,10301	72,4	0,0602969	
72,5	0,0133558	72,5	-3,09089	72,5	0,0665183	
72,6	0,0136229	72,6	-3,09341	72,6	0,065254	
72,7	0,0115636	72,7	-3,09427	72,7	0,0722068	
72,8	0,0112615	72,8	-3,09632	72,8	0,0779888	
72,9	0,013613	72,9	-3,08402	72,9	0,0884841	
73	0,0123489	73	-3,08419	73	0,0784503	
73,1	0,0138068	73,1	-3,09437	73,1	0,0696575	
73,2	0,0138206	73,2	-3,08751	73,2	0,0951757	
73,3	0,0117864	73,3	-3,08495	73,3	0,0845361	
73,4	0,00906627	73,4	-3,0936	73,4	0,0774824	
73,5	0,0122527	73,5	-3,07861	73,5	0,102751	
73,6	0,0122198	73,6	-3,09607	73,6	0,0691447	
73,7	0,0123993	73,7	-3,09172	73,7	0,0771907	
73,8	0,0140352	73,8	-3,08802	73,8	0,095263	
73,9	0,0132454	73,9	-3,09281	73,9	0,0918993	
74	0,0134736	74	-3,09745	74	0,0817184	
74,1	0,0106738	74,1	-3,09778	74,1	0,0768569	
74,2	0,0104775	74,2	-3,10688	74,2	0,0675268	
74,3	0,0109273	74,3	-3,11176	74,3	0,0609841	
74,4	0,0119104	74,4	-3,10208	74,4	0,0778529	
74,5	0,0151217	74,5	-3,10282	74,5	0,0761357	
74,6	0,0138004	74,6	-3,10581	74,6	0,0769803	
74,7	0,0111482	74,7	-3,10179	74,7	0,0820052	
74,8	0,01245	74,8	-3,09829	74,8	0,0961501	
74,9	0,0171144	74,9	-3,09197	74,9	0,0923263	
75	0,0160758	75	-3,09531	75	0,0947416	
75,1	0,0108639	75,1	-3,11123	75,1	0,0805911	
75,2	0,0111106	75,2	-3,1146	75,2	0,0846379	
75,3	0,012622	75,3	-3,11178	75,3	0,080231	
75,4	0,013091	75,4	-3,10575	75,4	0,0916249	
75,5	0,0129178	75,5	-3,12026	75,5	0,0795052	
75,6	0,0132292	75,6	-3,12025	75,6	0,105868	
75,7	0,0115315	75,7	-3,12972	75,7	0,0896455	
75,8	0,0146433	75,8	-3,12917	75,8	0,0898508	
75,9	0,0173858	75,9	-3,11629	75,9	0,11408	
76	0,0166576	76	-3,12577	76	0,107201	
76,1	0,0159769	76,1	-3,13244	76,1	0,114475	
76,2	0,0168944	76,2	-3,13544	76,2	0,109777	
76,3	0,0170861	76,3	3,1406	76,3	0,10965	
76,4	0,0147382	76,4	-3,14076	76,4	0,144618	
76,5	0,0145538	76,5	3,13175	76,5	0,158045	
76,6	0,0149078	76,6	3,11971	76,6	0,147289	
76,7	0,0168854	76,7	3,11441	76,7	0,157641	
76,8	0,0175922	76,8	3,09711	76,8	0,162475	
76,9	0,019618	76,9	3,10799	76,9	0,209014	
77	0,0210383	77	3,10684	77	0,233217	
77,1	0,023724	77,1	3,09546	77,1	0,214476	
77,2	0,0236168	77,2	3,08227	77,2	0,228296	
77,3	0,0240282	77,3	3,06946	77,3	0,265099	
77,4	0,024934	77,4	3,0591	77,4	0,292964	
77,5	0,029786	77,5	3,0466	77,5	0,340671	
77,6	0,0333339	77,6	3,03337	77,6	0,35963	
77,7	0,0342677	77,7	3,02191	77,7	0,362589	
77,8	0,0369991	77,8	2,98677	77,8	0,44001	
77,9	0,038966	77,9	2,96666	77,9	0,485989	
78	0,0432861	78	2,94045	78	0,554518	
78,1	0,0467585	78,1	2,89898	78,1	0,537275	
78,2	0,0503898	78,2	2,88854	78,2	0,593976	
78,3	0,0508574	78,3	2,8471	78,3	0,597883	
78,4	0,0557513	78,4	2,80755	78,4	0,627774	
78,5	0,0561717	78,5	2,77547	78,5	0,627864	
78,6	0,0560327	78,6	2,75572	78,6	0,630691	
78,7	0,0600557	78,7	2,73658	78,7	0,626188	
78,8	0,0618528	78,8	2,70255	78,8	0,613032	
78,9	0,0630239	78,9	2,68283	78,9	0,587453	
79	0,06195	79	2,65918	79	0,570223	
79,1	0,0582917	79,1	2,63287	79,1	0,53332	
79,2	0,0571303	79,2	2,65831	79,2	0,48177	
79,3	0,053213	79,3	2,67874	79,3	0,445298	
79,4	0,0529314	79,4	2,68646	79,4	0,421611	
79,5	0,0489891	79,5	2,69278	79,5	0,401319	
79,6	0,0438921	79,6	2,74433	79,6	0,364826	
79,7	0,0414122	79,7	2,77739	79,7	0,341637	
79,8	0,041225	79,8	2,81531	79,8	0,319852	
79,9	0,0409569	79,9	2,84603	79,9	0,301446	
80	0,0339265	80	2,86171	80	0,279522	
80,1	0,0294842	80,1	2,88809	80,1	0,256293	
80,2	0,0280555	80,2	2,90768	80,2	0,241532	
80,3	0,0289413	80,3	2,92756	80,3	0,239876	
80,4	0,0295864	80,4	2,96504	80,4	0,23334	
80,5	0,0292147	80,5	2,96351	80,5	0,217622	
80,6	0,0266642	80,6	2,97364	80,6	0,20767	
80,7	0,0284362	80,7	3,00591	80,7	0,22428	
80,8	0,0283373	80,8	3,01679	80,8	0,208907	
80,9	0,0260856	80,9	3,01421	80,9	0,18399	
81	0,023501	81	3,04274	81	0,189699	
81,1	0,0229035	81,1	3,09201	81,1	0,189687	
81,2	0,023086	81,2	3,07505	81,2	0,171856	
81,3	0,0220874	81,3	3,04879	81,3	0,138608	
81,4	0,0250544	81,4	3,0605	81,4	0,15186	
81,5	0,0235897	81,5	3,08296	81,5	0,151634	
81,6	0,0209538	81,6	3,12342	81,6	0,165413	
81,7	0,0186347	81,7	3,10164	81,7	0,149018	
81,8	0,0186203	81,8	3,10567	81,8	0,154101	
81,9	0,0215124	81,9	3,10814	81,9	0,169962	
82	0,0194918	82	3,12239	82	0,151005	
82,1	0,0203535	82,1	3,1078	82,1	0,138678	
82,2	0,0205283	82,2	3,09093	82,2	0,127392	
82,3	0,0198195	82,3	3,12115	82,3	0,104018	
82,4	0,0184319	82,4	3,09382	82,4	0,116345	
82,5	0,0158161	82,5	3,111	82,5	0,103908	
82,6	0,0148416	82,6	3,11793	82,6	0,117402	
82,7	0,0135885	82,7	3,12978	82,7	0,0920699	
82,8	0,0155659	82,8	3,12724	82,8	0,111421	
82,9	0,0151118	82,9	3,12187	82,9	0,106564	
83	0,0172165	83	3,12415	83	0,117955	
83,1	0,0185976	83,1	-3,11453	83,1	0,0811012	
83,2	0,0177067	83,2	-3,12537	83,2	0,0858952	
83,3	0,0188111	83,3	-3,11759	83,3	0,113821	
83,4	0,0186875	83,4	-3,09708	83,4	0,121173	
83,5	0,0174451	83,5	-3,08881	83,5	0,146421	
83,6	0,019152	83,6	-3,11675	83,6	0,114663	
83,7	0,0154773	83,7	-3,11647	83,7	0,0779575	
83,8	0,0101582	83,8	-3,1393	83,8	0,045409	
83,9	0,0152836	83,9	-3,10283	83,9	0,091226	
84	0,0157631	84	-3,1191	84	0,0976033	
84,1	0,0172617	84,1	-3,13783	84,1	0,0833508	
84,2	0,0167598	84,2	-3,10992	84,2	0,119375	
84,3	0,0196888	84,3	-3,10038	84,3	0,110602	
84,4	0,0190555	84,4	-3,12086	84,4	0,117893	
84,5	0,0164827	84,5	-3,11967	84,5	0,116169	
84,6	0,0183087	84,6	-3,11355	84,6	0,106603	
84,7	0,0146407	84,7	-3,11539	84,7	0,0928366	
84,8	0,0145354	84,8	-3,12738	84,8	0,0921961	
84,9	0,014745	84,9	-3,10297	84,9	0,134984	
85	0,0157455	85	-3,1019	85	0,12996	
85,1	0,0155878	85,1	-3,09364	85,1	0,108945	
85,2	0,0196557	85,2	-3,12602	85,2	0,0783897	
85,3	0,0166175	85,3	-3,10368	85,3	0,0714407	
85,4	0,018558	85,4	-3,06728	85,4	0,0931872	
85,5	0,0196332	85,5	-3,08719	85,5	0,0891795	
85,6	0,0178818	85,6	-3,08949	85,6	0,112897	
85,7	0,0147569	85,7	-3,06482	85,7	0,136566	
85,8	0,0175267	85,8	-3,06703	85,8	0,0957082	
85,9	0,0162827	85,9	-3,05928	85,9	0,0990668	
86	0,0149394	86	-3,05904	86	0,0626818	
86,1	0,017069	86,1	-3,09795	86,1	0,0790515	
86,2	0,0155908	86,2	-3,07033	86,2	0,119483	
86,3	0,0142007	86,3	-3,10403	86,3	0,0511979	
86,4	0,0157885	86,4	-3,07139	86,4	0,0623628	
86,5	0,0162546	86,5	-3,09499	86,5	0,0816259	
86,6	0,0166059	86,6	-3,11111	86,6	0,0805528	
86,7	0,0150137	86,7	-3,07805	86,7	0,0798605	
86,8	0,0199809	86,8	-3,063	86,8	0,0677472	
86,9	0,018123	86,9	-3,05218	86,9	0,0853755	
87	0,0172264	87	-3,05923	87	0,114408	
87,1	0,0200131	87,1	-3,05827	87,1	0,0855693	
87,2	0,020901	87,2	-3,08964	87,2	0,0923063	
87,3	0,0229006	87,3	-3,05109	87,3	0,0444582	
87,4	0,0189276	87,4	-3,06992	87,4	0,0831782	
87,5	0,0163172	87,5	-3,04879	87,5	0,0837466	
87,6	0,0154924	87,6	-3,08613	87,6	0,0705042	
87,7	0,0170917	87,7	-3,0637	87,7	0,0877751	
87,8	0,0164704	87,8	-3,0676	87,8	0,0566011	
87,9	0,0174427	87,9	-3,07907	87,9	0,0824778	
88	0,0153726	88	-3,08024	88	0,0650359	
88,1	0,0173392	88,1	-3,08592	88,1	0,0337626	
88,2	0,0175635	88,2	-3,02593	88,2	0,130723	
88,3	0,0172733	88,3	-3,0442	88,3	0,118113	
88,4	0,0179083	88,4	-3,10018	88,4	0,0468467	
88,5	0,0144299	88,5	-3,08724	88,5	0,066893	
88,6	0,0135732	88,6	-3,0685	88,6	0,0509297	
88,7	0,0184827	88,7	-3,04049	88,7	0,10766	
88,8	0,0194965	88,8	-3,03714	88,8	0,0977072	
88,9	0,0236978	88,9	-3,0607	88,9	0,0977949	
89	0,0238285	89	-3,06565	89	0,0953799	
89,1	0,022552	89,1	-3,07356	89,1	0,0182174	
89,2	0,0233291	89,2	-3,03532	89,2	0,0383491	
89,3	0,0212435	89,3	-3,10696	89,3	0,0743434	
89,4	0,0216675	89,4	-3,11737	89,4	0,0622667	
89,5	0,0225162	89,5	-3,0368	89,5	0,0786302	
89,6	0,0235657	89,6	-2,9673	89,6	0,097061	
89,7	0,0214031	89,7	-3,01095	89,7	0,100527	
89,8	0,0276409	89,8	-3,10002	89,8	0,080376	
89,9	0,0264224	89,9	-3,03705	89,9	0,0695877	
90	0,0233013	90	-3,05861	90	0,037033	
90,1	0,0254033	90,1	-3,06852	90,1	0,0803088	
90,2	0,0242474	90,2	3,13833	90,2	0,0776523	
90,3	0,0246346	90,3	-2,9373	90,3	0,119265	
90,4	0,0200567	90,4	-3,01059	90,4	0,0470289	
90,5	0,0268454	90,5	-3,05816	90,5	0,00926231	
90,6	0,0241344	90,6	-3,134	90,6	-0,0386096	
90,7	0,0258554	90,7	-3,1018	90,7	0,0156288	
90,8	0,0270775	90,8	-2,98724	90,8	0,0992712	
90,9	0,0259293	90,9	-3,02317	90,9	0,0584631	
91	0,0265205	91	-2,97001	91	0,028029	
91,1	0,024412	91,1	-2,99243	91,1	0,0568582	
91,2	0,0192546	91,2	-3,03126	91,2	0,0948372	
91,3	0,0205221	91,3	-3,02356	91,3	0,0569982	
91,4	0,0223986	91,4	-2,98212	91,4	0,0165192	
91,5	0,0306867	91,5	-2,96469	91,5	0,0272673	
91,6	0,0269182	91,6	-2,97798	91,6	0,0247272	
91,7	0,0257608	91,7	-3,00993	91,7	0,0553079	
91,8	0,0270004	91,8	-3,0196	91,8	0,00494817	
91,9	0,0293305	91,9	-2,88348	91,9	0,1007	
92	0,0263736	92	-2,97019	92	0,0107756	
92,1	0,0289605	92,1	-2,82473	92,1	0,107002	
92,2	0,0347979	92,2	-2,63296	92,2	0,138553	
92,3	0,0342496	92,3	-2,68056	92,3	0,10309	
92,4	0,0324281	92,4	-2,82156	92,4	0,0762441	
92,5	0,029872	92,5	-3,02041	92,5	0,0500081	
92,6	0,0298939	92,6	-3,02947	92,6	0,0758595	
92,7	0,0286516	92,7	-3,00114	92,7	-0,00652921	
92,8	0,0297384	92,8	-2,85484	92,8	0,061373	
92,9	0,0263815	92,9	-2,82798	92,9	0,0880649	
93	0,0306119	93	-2,9518	93	0,00859319	
93,1	0,0264785	93,1	-2,86044	93,1	0,0242637	
93,2	0,0287552	93,2	-2,86731	93,2	0,00408406	
93,3	0,0278128	93,3	-2,81221	93,3	0,0701576	
93,4	0,029381	93,4	-2,8496	93,4	0,116618	
93,5	0,0280045	93,5	-2,91857	93,5	0,0841691	
93,6	0,033274	93,6	-2,88761	93,6	0,0746874	
93,7	0,0307863	93,7	-2,79368	93,7	0,118651	
93,8	0,031994	93,8	-2,81957	93,8	0,0899425	
93,9	0,0354565	93,9	-2,8151	93,9	0,0880703	
94	0,032584	94	-2,57943	94	0,0746218	
94,1	0,0351053	94,1	-2,21445	94,1	0,112751	
94,2	0,0356217	94,2	-2,23941	94,2	0,0980353	
94,3	0,0330605	94,3	-2,20356	94,3	0,101669	
94,4	0,0322041	94,4	-2,00394	94,4	0,0874857	
94,5	0,0333069	94,5	-2,14427	94,5	0,0405027	
94,6	0,0347286	94,6	-2,20847	94,6	0,0560363	
94,7	0,0298586	94,7	-2,79868	94,7	0,0662333	
94,8	0,0348203	94,8	-2,00271	94,8	0,00794152	
94,9	0,0425926	94,9	-2,07762	94,9	-0,0141333	
95	0,0414785	95	-1,63779	95	0,00773175	
95,1	0,0359077	95,1	-1,05056	95,1	0,0829424	
95,2	0,0329295	95,2	-0,953308	95,2	0,070379	
95,3	0,0427144	95,3	-1,0437	95,3	0,00707416	
95,4	0,0453614	95,4	-0,903141	95,4	0,00201781	
95,5	0,0412361	95,5	-0,505915	95,5	0,0137062	
95,6	0,0391136	95,6	-0,516665	95,6	0,0977459	
95,7	0,0384999	95,7	-0,41611	95,7	0,111549	
95,8	0,0393265	95,8	-0,566598	95,8	0,141719	
95,9	0,0383509	95,9	-0,164925	95,9	0,101638	
96	0,0481322	96	-0,415369	96	0,0458079	
96,1	0,0492756	96,1	-0,289116	96,1	0,0220451	
96,2	0,0473636	96,2	-0,27183	96,2	0,0340469	
96,3	0,044477	96,3	-0,328825	96,3	0,0546852	
96,4	0,0465646	96,4	-0,402891	96,4	0,0892664	
96,5	0,055119	96,5	-0,426733	96,5	0,134336	
96,6	0,0544829	96,6	-0,311794	96,6	0,0781303	
96,7	0,0517862	96,7	-0,276367	96,7	0,0281731	
96,8	0,0514218	96,8	-0,268019	96,8	0,127184	
96,9	0,0502579	96,9	-0,203517	96,9	0,0584368	
97	0,0471141	97	-0,192333	97	0,0909241	
97,1	0,0490016	97,1	-0,207702	97,1	0,124139	
97,2	0,0579807	97,2	-0,228279	97,2	0,0983324	
97,3	0,0583733	97,3	-0,180799	97,3	0,0300718	
97,4	0,0537357	97,4	-0,127915	97,4	0,0818177	
97,5	0,0513037	97,5	-0,193375	97,5	0,0860676	
97,6	0,0499113	97,6	-0,185631	97,6	0,0612197	
97,7	0,0521833	97,7	-0,241716	97,7	0,0470887	
97,8	0,0597088	97,8	-0,252602	97,8	0,101144	
97,9	0,0691001	97,9	-0,0817704	97,9	0,126554	
98	0,0712549	98	-0,195063	98	0,152482	
98,1	0,0663128	98,1	-0,172396	98,1	0,0919745	
98,2	0,0665328	98,2	-0,150863	98,2	-0,0188477	
98,3	0,0569551	98,3	-0,146422	98,3	0,0142707	
98,4	0,0545992	98,4	-0,10266	98,4	0,055786	
98,5	0,0616942	98,5	-0,119714	98,5	0,0227175	
98,6	0,0573584	98,6	-0,0912242	98,6	-0,0137637	
98,7	0,0582683	98,7	-0,0444669	98,7	0,0191087	
98,8	0,0619551	98,8	-0,105085	98,8	0,1122	
98,9	0,0665703	98,9	-0,108768	98,9	0,0881303	
99	0,0707253	99	-0,130452	99	0,117336	
99,1	0,0593136	99,1	-0,0550299	99,1	0,0806428	
99,2	0,0602888	99,2	-0,0959024	99,2	0,0525129	
99,3	0,0681857	99,3	-0,0987778	99,3	0,00436501	
99,4	0,0700867	99,4	-0,0808843	99,4	0,0451771	
99,5	0,074492	99,5	-0,0657187	99,5	0,0416811	
99,6	0,0663675	99,6	-0,0877205	99,6	0,0451273	
99,7	0,0698378	99,7	-0,192546	99,7	0,0431608	
99,8	0,0702884	99,8	-0,178809	99,8	0,0400165	
99,9	0,0665975	99,9	-0,11989	99,9	0,0241614	
100	0,0700961	100	-0,0914989	100	0,0118167	
