Frekvenca [Hz] - Palica 1	Amplituda frekv. prenosne funkcije [dB] - Palica 1	Frekvenca [Hz] - Palica 2	Amplituda frekv. prenosne funkcije [dB] - Palica 2	Frekvenca [Hz] - Palica 3	Amplituda frekv. prenosne funkcije [dB] - Palica 3	
54,3	-12,3685	54,3	-8,11028	54,3	-9,51207	
54,4	-12,5833	54,4	-8,13153	54,4	-9,57934	
54,5	-12,7929	54,5	-8,15563	54,5	-9,65763	
54,6	-13,1124	54,6	-8,18316	54,6	-9,76657	
54,7	-13,297	54,7	-8,18477	54,7	-9,81089	
54,8	-13,6074	54,8	-8,18426	54,8	-9,88578	
54,9	-13,7614	54,9	-8,1806	54,9	-9,92212	
55	-14,1361	55	-8,17912	55	-10,0152	
55,1	-14,4564	55,1	-8,1867	55,1	-10,1162	
55,2	-14,7388	55,2	-8,18863	55,2	-10,1833	
55,3	-14,9668	55,3	-8,18218	55,3	-10,2105	
55,4	-15,3012	55,4	-8,17582	55,4	-10,2908	
55,5	-15,6808	55,5	-8,19668	55,5	-10,4087	
55,6	-15,9749	55,6	-8,19045	55,6	-10,4595	
55,7	-16,2555	55,7	-8,16749	55,7	-10,4827	
55,8	-16,4888	55,8	-8,14577	55,8	-10,5011	
55,9	-16,8722	55,9	-8,13048	55,9	-10,5566	
56	-17,3581	56	-8,11144	56	-10,6259	
56,1	-17,5913	56,1	-8,09492	56,1	-10,6483	
56,2	-18,0269	56,2	-8,08826	56,2	-10,7009	
56,3	-18,4029	56,3	-8,05815	56,3	-10,744	
56,4	-18,9423	56,4	-8,03676	56,4	-10,8339	
56,5	-19,3049	56,5	-8,00242	56,5	-10,8391	
56,6	-19,7508	56,6	-7,96149	56,6	-10,8489	
56,7	-20,2311	56,7	-7,94429	56,7	-10,9004	
56,8	-20,7626	56,8	-7,89452	56,8	-10,9151	
56,9	-21,0787	56,9	-7,87574	56,9	-10,9283	
57	-22,0753	57	-7,83153	57	-10,9639	
57,1	-22,6083	57,1	-7,78897	57,1	-10,9854	
57,2	-23,292	57,2	-7,73504	57,2	-10,9977	
57,3	-23,8311	57,3	-7,70001	57,3	-11,0295	
57,4	-24,5679	57,4	-7,67438	57,4	-11,0519	
57,5	-25,3777	57,5	-7,63814	57,5	-11,0635	
57,6	-26,0376	57,6	-7,60127	57,6	-11,0844	
57,7	-26,7274	57,7	-7,53772	57,7	-11,0704	
57,8	-28,3151	57,8	-7,45283	57,8	-11,0545	
57,9	-28,8524	57,9	-7,41747	57,9	-11,0854	
58	-29,3735	58	-7,35937	58	-11,0949	
58,1	-29,8129	58,1	-7,31559	58,1	-11,0871	
58,2	-30,3438	58,2	-7,22305	58,2	-11,0666	
58,3	-30,8142	58,3	-7,14275	58,3	-11,0576	
58,4	-30,2187	58,4	-7,07309	58,4	-11,0406	
58,5	-28,6851	58,5	-7,00813	58,5	-11,0141	
58,6	-27,4888	58,6	-6,94965	58,6	-11,0074	
58,7	-26,606	58,7	-6,85956	58,7	-10,9843	
58,8	-25,8398	58,8	-6,77924	58,8	-10,9581	
58,9	-24,6976	58,9	-6,70682	58,9	-10,9416	
59	-23,9289	59	-6,61349	59	-10,9129	
59,1	-23,0739	59,1	-6,53579	59,1	-10,8794	
59,2	-22,4297	59,2	-6,46553	59,2	-10,8705	
59,3	-21,2823	59,3	-6,3444	59,3	-10,8266	
59,4	-20,6581	59,4	-6,26105	59,4	-10,7801	
59,5	-20,0133	59,5	-6,18455	59,5	-10,7567	
59,6	-19,2744	59,6	-6,07165	59,6	-10,7014	
59,7	-18,6077	59,7	-5,94935	59,7	-10,6379	
59,8	-18,1973	59,8	-5,86572	59,8	-10,594	
59,9	-17,3637	59,9	-5,74156	59,9	-10,5418	
60	-16,7381	60	-5,62096	60	-10,4774	
60,1	-16,2074	60,1	-5,50168	60,1	-10,4107	
60,2	-15,8071	60,2	-5,40695	60,2	-10,3613	
60,3	-15,272	60,3	-5,29303	60,3	-10,3106	
60,4	-14,7655	60,4	-5,16169	60,4	-10,2084	
60,5	-14,3286	60,5	-5,04457	60,5	-10,1271	
60,6	-13,5603	60,6	-4,84524	60,6	-10,0203	
60,7	-13,1725	60,7	-4,73736	60,7	-9,95562	
60,8	-12,8671	60,8	-4,62125	60,8	-9,88138	
60,9	-12,4747	60,9	-4,48742	60,9	-9,7919	
61	-11,887	61	-4,31809	61	-9,68896	
61,1	-11,3327	61,1	-4,09991	61,1	-9,53479	
61,2	-10,9122	61,2	-3,96087	61,2	-9,44507	
61,3	-10,3993	61,3	-3,77813	61,3	-9,31295	
61,4	-9,96447	61,4	-3,59537	61,4	-9,17756	
61,5	-9,64517	61,5	-3,46347	61,5	-9,07348	
61,6	-9,03194	61,6	-3,20413	61,6	-8,87961	
61,7	-8,71083	61,7	-3,06899	61,7	-8,77972	
61,8	-8,1827	61,8	-2,83036	61,8	-8,60548	
61,9	-7,80232	61,9	-2,64606	61,9	-8,47105	
62	-7,36137	62	-2,41917	62	-8,27857	
62,1	-6,86261	62,1	-2,1665	62,1	-8,08596	
62,2	-6,50689	62,2	-2,0008	62,2	-7,96235	
62,3	-5,99682	62,3	-1,74358	62,3	-7,76559	
62,4	-5,45056	62,4	-1,4314	62,4	-7,50624	
62,5	-4,984	62,5	-1,1662	62,5	-7,27976	
62,6	-4,73343	62,6	-1,00511	62,6	-7,14354	
62,7	-4,05162	62,7	-0,615925	62,7	-6,8255	
62,8	-3,64898	62,8	-0,381061	62,8	-6,63093	
62,9	-3,23977	62,9	-0,121094	62,9	-6,41333	
63	-2,54936	63	0,33367	63	-6,03089	
63,1	-2,01228	63,1	0,686206	63,1	-5,7165	
63,2	-1,70792	63,2	0,864806	63,2	-5,57483	
63,3	-0,925203	63,3	1,40175	63,3	-5,11075	
63,4	-0,44275	63,4	1,75803	63,4	-4,77974	
63,5	0,124997	63,5	2,15747	63,5	-4,42536	
63,6	0,680196	63,6	2,55388	63,6	-4,0728	
63,7	1,33927	63,7	3,04441	63,7	-3,62907	
63,8	2,18661	63,8	3,70536	63,8	-3,02905	
63,9	3,11616	63,9	4,40823	63,9	-2,39996	
64	3,60333	64	4,78697	64	-2,06017	
64,1	4,4035	64,1	5,44488	64,1	-1,4423	
64,2	4,95258	64,2	5,90509	64,2	-1,00336	
64,3	5,82396	64,3	6,61943	64,3	-0,327144	
64,4	7,13169	64,4	7,71023	64,4	0,6869	
64,5	7,94061	64,5	8,37377	64,5	1,311	
64,6	8,39656	64,6	8,74002	64,6	1,65543	
64,7	9,38775	64,7	9,59767	64,7	2,47525	
64,8	10,3674	64,8	10,418	64,8	3,24673	
64,9	11,402	64,9	11,3202	64,9	4,09751	
65	12,2952	65	12,0281	65	4,71925	
65,1	12,5512	65,1	12,189	65,1	4,84398	
65,2	12,7687	65,2	12,2611	65,2	4,86612	
65,3	12,6334	65,3	11,9971	65,3	4,56604	
65,4	12,0475	65,4	11,2721	65,4	3,79332	
65,5	11,3798	65,5	10,4526	65,5	2,91746	
65,6	10,8657	65,6	9,86799	65,6	2,33032	
65,7	9,71206	65,7	8,53019	65,7	0,941256	
65,8	9,0227	65,8	7,74333	65,8	0,107968	
65,9	8,25679	65,9	6,84064	65,9	-0,861965	
66	7,40763	66	5,86592	66	-1,87079	
66,1	7,05263	66,1	5,44449	66,1	-2,30638	
66,2	6,38244	66,2	4,62992	66,2	-3,20431	
66,3	5,71023	66,3	3,83376	66,3	-4,03791	
66,4	5,52233	66,4	3,60022	66,4	-4,29475	
66,5	4,86141	66,5	2,77766	66,5	-5,18156	
66,6	4,31235	66,6	2,10648	66,6	-5,91692	
66,7	3,8071	66,7	1,49426	66,7	-6,57146	
66,8	3,38212	66,8	0,948164	66,8	-7,18248	
66,9	2,96514	66,9	0,428762	66,9	-7,71962	
67	2,76359	67	0,163649	67	-7,9853	
67,1	2,15957	67,1	-0,636731	67,1	-8,88125	
67,2	1,87086	67,2	-0,990513	67,2	-9,2407	
67,3	1,52116	67,3	-1,45747	67,3	-9,78405	
67,4	1,2829	67,4	-1,76628	67,4	-10,1074	
67,5	1,04019	67,5	-2,10174	67,5	-10,4838	
67,6	0,753275	67,6	-2,47218	67,6	-10,8895	
67,7	0,457728	67,7	-2,89321	67,7	-11,3618	
67,8	0,116225	67,8	-3,42182	67,8	-12,0041	
67,9	-0,126327	67,9	-3,73054	67,9	-12,3368	
68	-0,349256	68	-4,03804	68	-12,6803	
68,1	-0,473128	68,1	-4,21719	68,1	-12,901	
68,2	-0,815595	68,2	-4,68894	68,2	-13,4069	
68,3	-0,935135	68,3	-4,88542	68,3	-13,6541	
68,4	-1,16519	68,4	-5,2165	68,4	-14,0231	
68,5	-1,39055	68,5	-5,53168	68,5	-14,3484	
68,6	-1,56262	68,6	-5,78612	68,6	-14,6378	
68,7	-1,72385	68,7	-6,02469	68,7	-14,9251	
68,8	-1,99241	68,8	-6,41835	68,8	-15,3674	
68,9	-2,12007	68,9	-6,58772	68,9	-15,5425	
69	-2,28729	69	-6,83544	69	-15,8328	
69,1	-2,43439	69,1	-7,09982	69,1	-16,1705	
69,2	-2,59754	69,2	-7,36676	69,2	-16,4809	
69,3	-2,70225	69,3	-7,51213	69,3	-16,6481	
69,4	-2,93164	69,4	-7,87577	69,4	-17,1048	
69,5	-3,03614	69,5	-8,05528	69,5	-17,3405	
69,6	-3,22801	69,6	-8,36567	69,6	-17,7378	
69,7	-3,36423	69,7	-8,57611	69,7	-17,946	
69,8	-3,48949	69,8	-8,76914	69,8	-18,1584	
69,9	-3,56607	69,9	-8,8898	69,9	-18,2677	
70	-3,75535	70	-9,20458	70	-18,6305	
70,1	-3,86627	70,1	-9,38319	70,1	-18,8632	
70,2	-3,96592	70,2	-9,54853	70,2	-19,0679	
70,3	-4,13142	70,3	-9,81825	70,3	-19,377	
70,4	-4,20106	70,4	-9,92721	70,4	-19,5164	
70,5	-4,34277	70,5	-10,1823	70,5	-19,8505	
70,6	-4,45524	70,6	-10,3717	70,6	-20,0939	
70,7	-4,59696	70,7	-10,6183	70,7	-20,4056	
70,8	-4,72007	70,8	-10,8446	70,8	-20,6929	
70,9	-4,76755	70,9	-10,9095	70,9	-20,7683	
71	-4,86745	71	-11,085	71	-20,9085	
71,1	-4,96794	71,1	-11,2566	71,1	-21,1726	
71,2	-5,08214	71,2	-11,4203	71,2	-21,3343	
71,3	-5,15976	71,3	-11,5809	71,3	-21,5209	
71,4	-5,30322	71,4	-11,8505	71,4	-21,9127	
71,5	-5,38035	71,5	-11,9863	71,5	-22,0673	
71,6	-5,46432	71,6	-12,1549	71,6	-22,3031	
71,7	-5,53394	71,7	-12,2914	71,7	-22,4635	
71,8	-5,6893	71,8	-12,536	71,8	-22,81	
71,9	-5,74367	71,9	-12,6285	71,9	-22,9183	
72	-5,83839	72	-12,8233	72	-23,1364	
72,1	-5,93385	72,1	-12,9938	72,1	-23,3124	
72,2	-6,03497	72,2	-13,1893	72,2	-23,6218	
72,3	-6,09299	72,3	-13,2857	72,3	-23,7916	
72,4	-6,16639	72,4	-13,421	72,4	-24,02	
72,5	-6,24979	72,5	-13,5907	72,5	-24,2014	
72,6	-6,33969	72,6	-13,7632	72,6	-24,4129	
72,7	-6,41187	72,7	-13,9249	72,7	-24,6484	
72,8	-6,4645	72,8	-13,9915	72,8	-24,6966	
72,9	-6,53312	72,9	-14,1263	72,9	-24,8713	
73	-6,62194	73	-14,3008	73	-25,1592	
73,1	-6,71255	73,1	-14,4784	73,1	-25,3993	
73,2	-6,75666	73,2	-14,5637	73,2	-25,4933	
73,3	-6,81554	73,3	-14,6736	73,3	-25,6756	
73,4	-6,90878	73,4	-14,817	73,4	-25,7698	
73,5	-6,94756	73,5	-14,9044	73,5	-26,0119	
73,6	-7,03896	73,6	-15,0756	73,6	-26,301	
73,7	-7,13337	73,7	-15,288	73,7	-26,5895	
73,8	-7,20604	73,8	-15,4261	73,8	-26,7951	
73,9	-7,25559	73,9	-15,4944	73,9	-26,946	
74	-7,2808	74	-15,5591	74	-27,0396	
74,1	-7,38263	74,1	-15,7609	74,1	-27,2905	
74,2	-7,4657	74,2	-15,9255	74,2	-27,5411	
74,3	-7,51907	74,3	-16,0317	74,3	-27,7546	
74,4	-7,563	74,4	-16,1034	74,4	-27,7913	
74,5	-7,65536	74,5	-16,3004	74,5	-28,1207	
74,6	-7,69404	74,6	-16,3751	74,6	-28,2679	
74,7	-7,76429	74,7	-16,5308	74,7	-28,5448	
74,8	-7,81361	74,8	-16,6428	74,8	-28,7992	
74,9	-7,89148	74,9	-16,7653	74,9	-28,963	
75	-7,9362	75	-16,8066	75	-29,0411	
75,1	-7,97509	75,1	-16,8848	75,1	-29,1948	
75,2	-8,03025	75,2	-17,0049	75,2	-29,494	
75,3	-8,09171	75,3	-17,0937	75,3	-29,6966	
75,4	-8,15192	75,4	-17,2194	75,4	-29,9017	
75,5	-8,19326	75,5	-17,2704	75,5	-29,9099	
75,6	-8,27388	75,6	-17,4658	75,6	-30,4037	
75,7	-8,35031	75,7	-17,603	75,7	-30,5758	
75,8	-8,39274	75,8	-17,6925	75,8	-30,7712	
75,9	-8,45233	75,9	-17,7796	75,9	-30,9142	
76	-8,51568	76	-17,8756	76	-31,1851	
76,1	-8,56101	76,1	-17,9396	76,1	-31,3967	
76,2	-8,61165	76,2	-18,0526	76,2	-31,6248	
76,3	-8,66249	76,3	-18,0892	76,3	-31,6236	
76,4	-8,70624	76,4	-18,1808	76,4	-31,9822	
76,5	-8,76533	76,5	-18,3117	76,5	-32,3498	
76,6	-8,82134	76,6	-18,4074	76,6	-32,4463	
76,7	-8,90391	76,7	-18,5811	76,7	-32,7752	
76,8	-8,92963	76,8	-18,5824	76,8	-32,7813	
76,9	-8,9913	76,9	-18,6812	76,9	-33,0261	
77	-9,0278	77	-18,7363	77	-33,1519	
77,1	-9,08198	77,1	-18,8806	77,1	-33,1989	
77,2	-9,1057	77,2	-18,9117	77,2	-32,9091	
77,3	-9,1508	77,3	-19,0152	77,3	-32,7828	
77,4	-9,20622	77,4	-19,1326	77,4	-32,7433	
77,5	-9,26199	77,5	-19,2935	77,5	-32,4241	
77,6	-9,27674	77,6	-19,4179	77,6	-31,8539	
77,7	-9,29541	77,7	-19,6181	77,7	-31,743	
77,8	-9,33699	77,8	-19,805	77,8	-31,1594	
77,9	-9,35649	77,9	-20,01	77,9	-30,7277	
78	-9,35894	78	-20,1971	78	-30,1704	
78,1	-9,3561	78,1	-20,4059	78,1	-29,8117	
78,2	-9,37648	78,2	-20,7682	78,2	-29,5194	
78,3	-9,40442	78,3	-21,0692	78,3	-29,2586	
78,4	-9,38873	78,4	-21,3107	78,4	-28,9625	
78,5	-9,41468	78,5	-21,6469	78,5	-28,7552	
78,6	-9,41479	78,6	-21,8029	78,6	-28,7429	
78,7	-9,44117	78,7	-22,1239	78,7	-28,6158	
78,8	-9,452	78,8	-22,3363	78,8	-28,5438	
78,9	-9,51041	78,9	-22,6015	78,9	-28,8667	
79	-9,54309	79	-22,7747	79	-28,8592	
79,1	-9,54746	79,1	-22,922	79,1	-28,7626	
79,2	-9,60813	79,2	-23,0424	79,2	-29,1642	
79,3	-9,64243	79,3	-23,2094	79,3	-29,3702	
79,4	-9,69679	79,4	-23,3729	79,4	-29,6846	
79,5	-9,72099	79,5	-23,4521	79,5	-29,7232	
79,6	-9,7637	79,6	-23,544	79,6	-30,0915	
79,7	-9,81178	79,7	-23,6423	79,7	-30,3139	
79,8	-9,86807	79,8	-23,7574	79,8	-30,3173	
79,9	-9,88172	79,9	-23,7704	79,9	-30,5493	
80	-9,91584	80	-23,8172	80	-30,7106	
80,1	-9,94396	80,1	-23,9026	80,1	-30,8439	
80,2	-9,99825	80,2	-23,958	80,2	-30,9711	
80,3	-10,0295	80,3	-23,9616	80,3	-31,0576	
80,4	-10,0557	80,4	-24,0275	80,4	-31,1454	
80,5	-10,0814	80,5	-24,2013	80,5	-31,2905	
80,6	-10,1436	80,6	-24,3504	80,6	-31,6817	
80,7	-10,1997	80,7	-24,3705	80,7	-31,7623	
80,8	-10,2402	80,8	-24,4961	80,8	-31,9398	
80,9	-10,2816	80,9	-24,697	80,9	-32,1558	
81	-10,3136	81	-24,7352	81	-32,2271	
81,1	-10,3407	81,1	-24,8241	81,1	-31,98	
81,2	-10,3846	81,2	-24,9293	81,2	-32,2286	
81,3	-10,4267	81,3	-24,9452	81,3	-32,545	
81,4	-10,454	81,4	-24,9524	81,4	-32,7056	
81,5	-10,4772	81,5	-25,1038	81,5	-32,832	
81,6	-10,5041	81,6	-25,2125	81,6	-33,0336	
81,7	-10,5484	81,7	-25,2778	81,7	-33,0374	
81,8	-10,5678	81,8	-25,3434	81,8	-32,9808	
81,9	-10,609	81,9	-25,4655	81,9	-33,1808	
82	-10,6364	82	-25,6151	82	-33,4481	
82,1	-10,6627	82,1	-25,543	82,1	-33,7005	
82,2	-10,6899	82,2	-25,6127	82,2	-33,6989	
82,3	-10,7633	82,3	-25,899	82,3	-33,9953	
82,4	-10,7944	82,4	-25,9901	82,4	-33,9665	
82,5	-10,8128	82,5	-26,0232	82,5	-33,7526	
82,6	-10,8461	82,6	-26,0794	82,6	-33,972	
82,7	-10,8784	82,7	-26,2026	82,7	-34,2525	
82,8	-10,9003	82,8	-26,2589	82,8	-34,121	
82,9	-10,9469	82,9	-26,3406	82,9	-34,1661	
83	-10,9686	83	-26,3466	83	-34,2114	
83,1	-10,9865	83,1	-26,4686	83,1	-34,2109	
83,2	-11,0461	83,2	-26,7311	83,2	-34,5797	
83,3	-11,0878	83,3	-26,8445	83,3	-34,8579	
83,4	-11,1117	83,4	-26,8675	83,4	-34,6959	
83,5	-11,1318	83,5	-26,9066	83,5	-34,8116	
83,6	-11,1506	83,6	-27,0246	83,6	-34,9478	
83,7	-11,2246	83,7	-27,1152	83,7	-35,2543	
83,8	-11,2338	83,8	-27,3265	83,8	-35,185	
83,9	-11,242	83,9	-27,3714	83,9	-34,9227	
84	-11,2767	84	-27,4621	84	-35,3072	
84,1	-11,3043	84,1	-27,5472	84,1	-35,5752	
84,2	-11,3415	84,2	-27,6121	84,2	-35,8011	
84,3	-11,3791	84,3	-27,7096	84,3	-35,8457	
84,4	-11,3834	84,4	-27,7483	84,4	-35,7137	
84,5	-11,4141	84,5	-27,8898	84,5	-35,6687	
84,6	-11,486	84,6	-28,0061	84,6	-35,7697	
84,7	-11,4926	84,7	-28,028	84,7	-36,0706	
84,8	-11,5181	84,8	-28,1831	84,8	-36,1525	
84,9	-11,555	84,9	-28,3554	84,9	-36,2087	
85	-11,5707	85	-28,3765	85	-36,2649	
85,1	-11,624	85,1	-28,5001	85,1	-36,189	
85,2	-11,6489	85,2	-28,5428	85,2	-36,4477	
85,3	-11,6634	85,3	-28,7484	85,3	-36,638	
85,4	-11,6784	85,4	-28,7852	85,4	-36,576	
85,5	-11,7055	85,5	-28,8922	85,5	-36,7437	
85,6	-11,7441	85,6	-28,9904	85,6	-36,9641	
85,7	-11,7813	85,7	-29,1455	85,7	-36,8553	
85,8	-11,812	85,8	-29,1537	85,8	-36,7726	
85,9	-11,8412	85,9	-29,2159	85,9	-36,8367	
86	-11,8619	86	-29,3257	86	-37,0265	
86,1	-11,8755	86,1	-29,513	86,1	-37,0057	
86,2	-11,8946	86,2	-29,6535	86,2	-37,0695	
86,3	-11,951	86,3	-29,7821	86,3	-37,3342	
86,4	-11,9895	86,4	-29,7762	86,4	-37,2673	
86,5	-11,9965	86,5	-29,8835	86,5	-37,1772	
86,6	-12,0304	86,6	-30,0645	86,6	-37,4875	
86,7	-12,0688	86,7	-30,1851	86,7	-37,6227	
86,8	-12,0961	86,8	-30,3287	86,8	-37,6568	
86,9	-12,1035	86,9	-30,2863	86,9	-37,8957	
87	-12,1305	87	-30,2722	87	-37,4799	
87,1	-12,1494	87,1	-30,3899	87,1	-37,4054	
87,2	-12,1873	87,2	-30,5971	87,2	-37,6992	
87,3	-12,2036	87,3	-30,8818	87,3	-38,0838	
87,4	-12,2332	87,4	-31,0139	87,4	-38,3907	
87,5	-12,2477	87,5	-31,0629	87,5	-38,0849	
87,6	-12,2732	87,6	-30,916	87,6	-37,9281	
87,7	-12,2983	87,7	-31,1059	87,7	-38,3082	
87,8	-12,3109	87,8	-31,128	87,8	-38,5409	
87,9	-12,3526	87,9	-31,301	87,9	-38,3978	
88	-12,3807	88	-31,5998	88	-38,3481	
88,1	-12,4204	88,1	-31,6737	88,1	-38,3512	
88,2	-12,4543	88,2	-31,8813	88,2	-38,3933	
88,3	-12,4764	88,3	-31,8427	88,3	-38,6711	
88,4	-12,5168	88,4	-31,9781	88,4	-38,7408	
88,5	-12,5178	88,5	-32,162	88,5	-38,6512	
88,6	-12,5368	88,6	-32,2241	88,6	-38,6377	
88,7	-12,5719	88,7	-32,3182	88,7	-38,9547	
88,8	-12,5855	88,8	-32,2476	88,8	-38,6003	
88,9	-12,6124	88,9	-32,4393	88,9	-38,7254	
89	-12,6306	89	-32,5979	89	-38,9932	
89,1	-12,6592	89,1	-32,7619	89,1	-39,1356	
89,2	-12,6718	89,2	-32,8699	89,2	-39,0157	
89,3	-12,75	89,3	-32,9138	89,3	-39,2974	
89,4	-12,771	89,4	-33,2754	89,4	-39,0457	
89,5	-12,7789	89,5	-33,276	89,5	-39,1625	
89,6	-12,797	89,6	-33,29	89,6	-38,9923	
89,7	-12,8096	89,7	-33,3616	89,7	-38,719	
89,8	-12,8443	89,8	-33,3885	89,8	-38,6856	
89,9	-12,8864	89,9	-33,6416	89,9	-39,0603	
90	-12,9067	90	-33,8212	90	-39,4094	
90,1	-12,911	90,1	-34,0093	90,1	-39,5147	
90,2	-12,9351	90,2	-34,0559	90,2	-39,4726	
90,3	-12,9842	90,3	-34,4015	90,3	-39,4331	
90,4	-13,0133	90,4	-34,4415	90,4	-39,7776	
90,5	-13,0388	90,5	-34,4534	90,5	-39,9118	
90,6	-13,0608	90,6	-34,8319	90,6	-39,8862	
90,7	-13,0729	90,7	-34,8187	90,7	-39,7189	
90,8	-13,084	90,8	-34,8165	90,8	-39,8113	
90,9	-13,1064	90,9	-34,9553	90,9	-40,0866	
91	-13,1368	91	-35,111	91	-39,7649	
91,1	-13,1556	91,1	-35,1874	91,1	-39,5984	
91,2	-13,1912	91,2	-35,4982	91,2	-39,5145	
91,3	-13,2276	91,3	-35,5876	91,3	-39,9168	
91,4	-13,2492	91,4	-35,7174	91,4	-39,7298	
91,5	-13,2488	91,5	-35,8562	91,5	-39,77	
91,6	-13,2789	91,6	-35,6722	91,6	-39,698	
91,7	-13,3122	91,7	-36,1299	91,7	-39,7744	
91,8	-13,3406	91,8	-36,381	91,8	-40,1166	
91,9	-13,3506	91,9	-36,309	91,9	-40,248	
92	-13,3946	92	-36,64	92	-39,5242	
92,1	-13,409	92,1	-36,6841	92,1	-39,9033	
92,2	-13,4292	92,2	-36,896	92,2	-39,8801	
92,3	-13,4599	92,3	-37,28	92,3	-39,7912	
92,4	-13,5116	92,4	-37,4132	92,4	-39,9937	
92,5	-13,514	92,5	-37,1916	92,5	-40,3264	
92,6	-13,5588	92,6	-37,4769	92,6	-40,2921	
92,7	-13,5832	92,7	-37,9001	92,7	-39,965	
92,8	-13,6086	92,8	-38,0949	92,8	-40,2723	
92,9	-13,6216	92,9	-38,4217	92,9	-39,9997	
93	-13,6437	93	-38,3439	93	-39,9065	
93,1	-13,6695	93,1	-38,2704	93,1	-40,2144	
93,2	-13,6984	93,2	-38,3761	93,2	-40,2598	
93,3	-13,7286	93,3	-38,4917	93,3	-40,464	
93,4	-13,7325	93,4	-38,6677	93,4	-40,7605	
93,5	-13,7663	93,5	-39,0054	93,5	-40,6844	
93,6	-13,7983	93,6	-39,7113	93,6	-40,4777	
93,7	-13,8014	93,7	-39,4321	93,7	-40,0926	
93,8	-13,8506	93,8	-39,3219	93,8	-40,1046	
93,9	-13,8723	93,9	-39,7426	93,9	-40,3934	
94	-13,8982	94	-40,0674	94	-40,5813	
94,1	-13,9136	94,1	-40,1831	94,1	-41,002	
94,2	-13,917	94,2	-40,2415	94,2	-41,1117	
94,3	-13,9919	94,3	-40,6624	94,3	-40,6122	
94,4	-14,0149	94,4	-40,6063	94,4	-40,5997	
94,5	-13,9973	94,5	-40,6505	94,5	-40,6601	
94,6	-14,0203	94,6	-41,2596	94,6	-40,8426	
94,7	-14,0392	94,7	-41,6799	94,7	-41,0994	
94,8	-14,0987	94,8	-41,9987	94,8	-40,8275	
94,9	-14,1278	94,9	-42,0116	94,9	-40,8704	
95	-14,1307	95	-41,9885	95	-40,9222	
95,1	-14,1689	95,1	-42,9679	95,1	-40,7861	
95,2	-14,1843	95,2	-42,2427	95,2	-40,7363	
95,3	-14,2146	95,3	-42,7008	95,3	-40,4893	
95,4	-14,232	95,4	-42,9642	95,4	-40,8527	
95,5	-14,2602	95,5	-43,622	95,5	-41,1547	
95,6	-14,276	95,6	-44,3656	95,6	-41,3534	
95,7	-14,2963	95,7	-43,8687	95,7	-41,0018	
95,8	-14,3157	95,8	-43,9145	95,8	-41,1603	
95,9	-14,3541	95,9	-44,4611	95,9	-41,3289	
96	-14,3795	96	-44,6249	96	-41,2362	
96,1	-14,3956	96,1	-44,0582	96,1	-40,7128	
96,2	-14,4064	96,2	-44,6532	96,2	-40,6468	
96,3	-14,4661	96,3	-46,4688	96,3	-40,4971	
96,4	-14,4868	96,4	-46,4677	96,4	-40,6357	
96,5	-14,5037	96,5	-46,4614	96,5	-40,8076	
96,6	-14,5455	96,6	-46,9318	96,6	-40,6062	
96,7	-14,5565	96,7	-47,0852	96,7	-40,9505	
96,8	-14,5865	96,8	-48,1221	96,8	-41,4819	
96,9	-14,613	96,9	-48,2325	96,9	-40,9502	
97	-14,6389	97	-49,3608	97	-40,7209	
97,1	-14,6693	97,1	-49,3807	97,1	-41,2281	
97,2	-14,6902	97,2	-48,9651	97,2	-41,3495	
97,3	-14,7018	97,3	-49,225	97,3	-40,7769	
97,4	-14,7255	97,4	-49,9259	97,4	-41,0462	
97,5	-14,7593	97,5	-51,8648	97,5	-41,0312	
97,6	-14,7763	97,6	-51,9275	97,6	-40,894	
97,7	-14,7794	97,7	-51,3888	97,7	-40,625	
97,8	-14,8127	97,8	-53,3235	97,8	-41,1059	
97,9	-14,8402	97,9	-52,443	97,9	-40,9798	
98	-14,8631	98	-53,1662	98	-41,0664	
98,1	-14,8836	98,1	-54,2479	98,1	-41,1788	
98,2	-14,9084	98,2	-54,2927	98,2	-40,7097	
98,3	-14,987	98,3	-54,1284	98,3	-40,4017	
98,4	-14,9876	98,4	-57,4267	98,4	-40,847	
98,5	-15,0021	98,5	-58,6122	98,5	-40,7829	
98,6	-15,0388	98,6	-56,2867	98,6	-40,6536	
98,7	-15,0649	98,7	-52,9857	98,7	-40,61	
98,8	-15,0717	98,8	-53,4286	98,8	-41,0458	
98,9	-15,0776	98,9	-53,4529	98,9	-41,2742	
99	-15,1584	99	-53,6347	99	-41,446	
99,1	-15,1743	99,1	-56,3385	99,1	-41,6439	
99,2	-15,1944	99,2	-56,3791	99,2	-41,1276	
99,3	-15,2157	99,3	-55,0487	99,3	-41,3915	
99,4	-15,2231	99,4	-54,574	99,4	-40,7722	
99,5	-15,2685	99,5	-53,4166	99,5	-40,9083	
99,6	-15,3036	99,6	-51,403	99,6	-40,7308	
99,7	-15,3173	99,7	-50,018	99,7	-40,2595	
99,8	-15,3554	99,8	-52,0341	99,8	-40,972	
99,9	-15,3988	99,9	-51,681	99,9	-41,5622	
100	-15,4077	100	-52,1052	100	-41,1285	
